,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm
RP4-669L17.10,ENSG00000237094,71,False,71,0.014975041,98.52329450915141,72.0,True,0.22314439345310078,3.1423624206535763,1.0585449
RP11-206L10.3,ENSG00000235373,94,False,94,0.019758735,98.04492512479202,95.0,True,0.278920610531324,3.1083682420903833,0.96377283
RP11-206L10.2,ENSG00000228327,13,False,13,0.0027038269,99.7296173044925,13.0,True,0.05817646950587744,3.20939060736589,1.2454121
RP11-206L10.9,ENSG00000237491,126,False,126,0.026414309,97.3793677204659,127.0,True,0.3294909067068925,3.01454315570943,0.7021988
FAM87B,ENSG00000177757,59,False,59,0.012687188,98.77287853577371,61.0,True,0.17970491411078757,3.0342790176648182,0.7572202
LINC00115,ENSG00000225880,70,False,70,0.015183028,98.5440931780366,73.0,True,0.24366350302027526,3.169880032232749,1.1352609
RP11-54O7.1,ENSG00000230699,131,False,131,0.028286189,97.27537437603993,136.0,True,0.2871658051429588,2.9939058043479734,0.64466417
RP11-54O7.3,ENSG00000223764,136,False,136,0.030782029,97.17138103161398,148.0,True,0.35661214576685457,3.045030823895318,0.7871951
NOC2L,ENSG00000188976,1842,False,1842,0.5328619,61.688851913477535,2562.0,True,2.1022731112107143,3.183392926765275,1.1753509
PLEKHN1,ENSG00000187583,370,False,370,0.08610649,92.3044925124792,414.0,True,0.8802495809020806,3.150542586314923,1.5743535
C1orf170,ENSG00000187642,10,False,10,0.0020798668,99.79201331114808,10.0,True,0.03657898575848171,2.959876730240344,0.5497948
AGRN,ENSG00000188157,1183,False,1183,0.32237938,75.39517470881863,1550.0,True,1.6747770643643882,3.14256813759753,1.2597907
FAM132A,ENSG00000184163,50,False,50,0.0108153075,98.96006655574044,52.0,True,0.10535267704248893,2.9783538611375584,0.60130703
ACAP3,ENSG00000131584,644,False,644,0.15411814,86.60565723793677,741.0,True,1.0303622448950551,2.923316457770612,0.52040327
MXRA8,ENSG00000162576,2513,False,2513,1.2462562,47.732945091514146,5992.0,True,2.7401479475082566,3.4950841241307113,1.0504545
CCNL2,ENSG00000221978,1698,False,1698,0.45382696,64.6838602329451,2182.0,True,1.9258227817333096,3.090081186403378,0.8183793
AL645728.1,ENSG00000215014,32,False,32,0.0068635605,99.33444259567388,33.0,True,0.10498275169417347,3.0868746631436284,0.9038511
RP11-345P4.7,ENSG00000269737,7,False,7,0.0014559068,99.85440931780366,7.0,True,0.020658282634075084,3.007257639389711,0.68188757
SLC35E2,ENSG00000215790,92,False,92,0.019550748,98.0865224625624,94.0,True,0.23214452852951772,2.9819741646049334,0.61140007
TMEM52,ENSG00000178821,7,False,7,0.0014559068,99.85440931780366,7.0,True,0.030454454945655875,3.2355706656391425,1.3183993
AL590822.2,ENSG00000269554,51,False,51,0.0108153075,98.93926788685525,52.0,True,0.15007755035545817,3.0428706526162457,0.78117275
MMEL1,ENSG00000142606,6,False,6,0.0012479201,99.87520798668885,6.0,True,0.025090493043116866,2.992439538645483,0.64057636
TTC34,ENSG00000215912,65,False,65,0.013727121,98.64808652246256,66.0,True,0.1674869805032712,2.9991935088882133,0.6594057
MEGF6,ENSG00000162591,664,False,664,0.1703411,86.18968386023295,819.0,True,1.1572335875272348,3.113598563065541,1.3191762
LINC01134,ENSG00000236423,35,False,35,0.007279534,99.2720465890183,35.0,True,0.09141984850739908,3.0241023086257353,0.7288487
RNF207,ENSG00000158286,1243,False,1243,0.34588185,74.14725457570715,1663.0,True,1.932798350348444,3.6000814665902694,2.769427
LINC00337,ENSG00000225077,9,False,9,0.0020798668,99.81281198003327,10.0,True,0.03251156826718682,3.1161103528488776,0.985357
HES2,ENSG00000069812,8,False,8,0.0016638935,99.83361064891847,8.0,True,0.03334674357471301,3.137910952641028,1.0461347
TNFRSF25,ENSG00000215788,117,False,117,0.024958402,97.56655574043262,120.0,True,0.3052039475041218,2.963509208463088,0.5599218
TNFRSF9,ENSG00000049249,13,False,13,0.0027038269,99.7296173044925,13.0,True,0.034243685121412515,3.23780250996662,1.3246214
ERRFI1,ENSG00000116285,959,False,959,0.34796172,80.0540765391015,1673.0,True,1.560644568881012,3.0659403540472843,0.9491111
RP11-431K24.1,ENSG00000238290,37,False,37,0.0076955073,99.23044925124792,37.0,True,0.09898587180886691,3.0220941202695912,0.7232501
ENO1-AS1,ENSG00000230679,26,False,26,0.0054076537,99.45923460898503,26.0,True,0.0773534612911584,2.9674244733423523,0.5708371
SLC2A5,ENSG00000142583,1004,False,1004,0.34504992,79.11813643926789,1659.0,True,1.725624927862743,3.394260407360592,2.2802513
GPR157,ENSG00000180758,282,False,282,0.064891845,94.13477537437605,312.0,True,0.6187575298082446,2.965789806456897,0.7458806
RP3-510D11.1,ENSG00000228526,28,False,28,0.005823627,99.41763727121464,28.0,True,0.10770081464914777,3.1343356900587813,1.0361673
H6PD,ENSG00000049239,1294,False,1294,0.34484193,73.0865224625624,1658.0,True,1.6901567342105768,3.0352888441652457,0.8248376
RP4-635E18.8,ENSG00000271895,149,False,149,0.032445922,96.9009983361065,156.0,True,0.4001203501036451,3.0473747970864453,0.79372984
RP4-635E18.7,ENSG00000226849,10,False,10,0.0020798668,99.79201331114808,10.0,True,0.05096795708048029,3.2417753662405544,1.3356973
FBXO44,ENSG00000132879,213,False,213,0.04575707,95.56988352745425,220.0,True,0.49387041802451287,2.9300619257182845,0.58566874
MTHFR,ENSG00000177000,494,False,494,0.11751248,89.72545757071548,565.0,True,0.8893526967432095,2.92902964280258,0.5810398
NPPA-AS1,ENSG00000242349,44,False,44,0.009567387,99.08485856905158,46.0,True,0.1343960983796626,3.1813350012061616,1.1671962
NPPB,ENSG00000120937,5,False,5,0.0012479201,99.89600665557404,6.0,True,0.03490756785383267,3.5140896316173054,2.0948796
DHRS3,ENSG00000162496,2015,False,2015,0.6703411,58.090682196339436,3223.0,True,2.1926197957612277,3.043818905114282,0.64139915
PDPN,ENSG00000162493,251,False,251,0.06925957,94.77953410981698,333.0,True,0.6939947293754383,3.131657160716971,1.489667
KAZN,ENSG00000189337,411,False,411,0.093802,91.45174708818635,451.0,True,0.8110296722369981,3.032394289337572,1.0445501
RP3-467K16.4,ENSG00000228140,5,False,5,0.0010399334,99.89600665557404,5.0,True,0.01936081481413636,3.23659321300666,1.32125
DNAJC16,ENSG00000116138,877,False,877,0.21297836,81.7595673876872,1024.0,True,1.325887027932052,2.9640634689928875,0.6914525
SLC25A34,ENSG00000162461,37,False,37,0.0076955073,99.23044925124792,37.0,True,0.10829593648382904,3.0495475376313195,0.79978716
RP11-169K16.9,ENSG00000179743,291,False,291,0.063851915,93.94758735440931,307.0,True,0.6805997344461769,3.0316887905037646,1.0413864
EPHA2,ENSG00000142627,835,False,835,0.20902662,82.63311148086522,1005.0,True,1.2682745830367228,2.9554632027394585,0.65535
RP4-798A10.2,ENSG00000226029,130,False,130,0.027870215,97.29617304492513,134.0,True,0.35067054352201876,2.9775332796432825,0.59901935
RP4-798A10.7,ENSG00000261135,16,False,16,0.003327787,99.66722129783693,16.0,True,0.03613730218889771,3.2073354037586723,1.2396824
MFAP2,ENSG00000117122,1643,False,1643,0.5607321,65.82778702163061,2696.0,True,2.0434904686399245,3.3297836953394593,1.7353808
RP11-380J14.1,ENSG00000204362,86,False,86,0.018094841,98.21131447587355,87.0,True,0.23926726685223776,2.999504464216749,0.6602726
PADI1,ENSG00000142623,14,False,14,0.0031198002,99.70881863560732,15.0,True,0.03526665289524739,3.1450502127584157,1.0660381
EMC1,ENSG00000127463,1301,False,1301,0.33361065,72.94093178036606,1604.0,True,1.6356800277234174,2.9553604461888154,0.50077605
PQLC2,ENSG00000040487,358,False,358,0.07882696,92.55407653910149,379.0,True,0.6915262021666119,2.9330260282507536,0.59896046
FAM43B,ENSG00000183114,5,False,5,0.0010399334,99.89600665557404,5.0,True,0.02171081478261767,2.9753213064273867,0.5928526
PINK1-AS,ENSG00000117242,40,False,40,0.008319467,99.16805324459234,40.0,True,0.11387921201307247,3.009578209921042,0.6883571
DDOST,ENSG00000244038,1911,False,1911,0.5503328,60.25374376039934,2646.0,True,2.024443388250188,3.016917999973921,0.5384875
ECE1,ENSG00000117298,1634,False,1634,0.48044926,66.01497504159735,2310.0,True,1.9586854464339636,3.0997335112954936,0.855305
EPHB2,ENSG00000133216,877,False,877,0.22545756,81.7595673876872,1084.0,True,1.329005517899469,2.968585647903079,0.71043587
RP5-1057J7.6,ENSG00000261326,371,False,371,0.08340266,92.28369384359401,401.0,True,0.7995702089005308,3.2456498344157443,2.0008357
FUCA1,ENSG00000179163,358,False,358,0.08028286,92.55407653910149,386.0,True,0.7275880258900003,2.9935083210877345,0.8701766
SRSF10,ENSG00000188529,589,False,589,0.13560732,87.7495840266223,652.0,True,1.0816206311906766,3.0397459116724277,1.0091549
NIPAL3,ENSG00000001461,1048,False,1048,0.2689268,78.20299500831946,1293.0,True,1.4827816489727348,2.95780943847353,0.5107053
MAN1C1,ENSG00000117643,29,False,29,0.006655574,99.39683860232945,32.0,True,0.08788411786420039,3.051975464248161,0.806556
RP1-187B23.1,ENSG00000233478,9,False,9,0.0020798668,99.81281198003327,10.0,True,0.05480963635395421,3.3865046019763128,1.7391865
AL020996.1,ENSG00000223474,31,False,31,0.006447587,99.35524126455907,31.0,True,0.10361070085640825,3.055876986151581,0.817433
PAQR7,ENSG00000182749,359,False,359,0.08340266,92.5332778702163,401.0,True,0.7314705162587289,2.945133618567705,0.6532536
STMN1,ENSG00000117632,1239,False,1239,0.6501664,74.23044925124792,3126.0,True,2.0728912876322148,3.7322655741276405,3.275108
DHDDS,ENSG00000117682,845,False,845,0.202995,82.42512479201332,976.0,True,1.3194551939461967,2.962126183838934,0.6833201
HMGN2,ENSG00000198830,2214,False,2214,1.3223794,53.95174708818635,6358.0,True,2.7520116357148368,3.637144425312613,1.460891
RP5-1092A3.4,ENSG00000270605,47,False,47,0.009983361,99.022462562396,48.0,True,0.14127748007912927,3.077745578671158,0.8784002
SESN2,ENSG00000130766,656,False,656,0.16534942,86.35607321131448,795.0,True,1.1077564619492923,2.9761808182205214,0.74231917
PHACTR4,ENSG00000204138,1818,False,1818,0.5601081,62.18801996672213,2693.0,True,2.0918864555714225,3.028582061251974,0.5831093
TRNAU1AP,ENSG00000180098,1104,False,1104,0.27703828,77.03826955074875,1332.0,True,1.593291771637203,3.087682663778435,1.037263
SNHG12,ENSG00000197989,837,False,837,0.20673877,82.59151414309484,994.0,True,1.3433496670753844,3.149809167516827,1.4711823
RP11-442N24__B.1,ENSG00000229388,22,False,22,0.004575707,99.5424292845258,22.0,True,0.06054328984710552,2.98808850400931,0.62844616
RNU11,ENSG00000270103,88,False,88,0.018302828,98.16971713810317,88.0,True,0.2568467403278349,3.060871386516178,0.8313568
MATN1-AS1,ENSG00000186056,32,False,32,0.0068635605,99.33444259567388,33.0,True,0.10742430307089959,3.1259368921388875,1.0127523
LAPTM5,ENSG00000162511,127,False,127,0.028910149,97.3585690515807,139.0,True,0.31216768909340314,3.029442625597933,0.7437369
FABP3,ENSG00000121769,11,False,11,0.0024958402,99.77121464226289,12.0,True,0.03779106536368819,3.0110996810968524,0.69259876
SERINC2,ENSG00000168528,1022,False,1022,0.33922628,78.74376039933443,1631.0,True,1.5532984001886627,3.0014460792287454,0.6876256
COL16A1,ENSG00000084636,1412,False,1412,0.38477537,70.63227953410983,1850.0,True,1.703288177990796,3.048876873920123,0.87992895
BAI2,ENSG00000121753,102,False,102,0.022254575,97.87853577371048,107.0,True,0.2362282297902949,3.0154993816304696,0.7048647
SPOCD1,ENSG00000134668,2885,False,2885,1.1992513,39.995840266222956,5766.0,True,2.860159492764709,3.5349358030107703,1.1655928
RP11-84A19.4,ENSG00000269967,30,False,30,0.0062396005,99.37603993344426,30.0,True,0.09443038855442039,3.016046796759871,0.7063908
RP11-277A4.4,ENSG00000203325,11,False,11,0.0022878535,99.77121464226289,11.0,True,0.04635598842200693,2.9657413498158864,0.56614476
RP4-622L5.7,ENSG00000224066,48,False,48,0.010191347,99.00166389351082,49.0,True,0.11112735740091859,3.0550540816706717,0.8151388
DCDC2B,ENSG00000222046,5,False,5,0.0010399334,99.89600665557404,5.0,True,0.029944085065585532,3.1100496371856665,0.9684604
BSDC1,ENSG00000160058,1475,False,1475,0.3970466,69.32196339434276,1909.0,True,1.8612643166419294,3.0940251767631364,0.8334673
ZBTB8B,ENSG00000273274,5,False,5,0.0010399334,99.89600665557404,5.0,True,0.024765097806698066,3.031233481219589,0.7487296
ZBTB8A,ENSG00000160062,454,False,454,0.10253744,90.55740432612312,493.0,True,0.920107208155305,2.966869501976777,0.70323175
S100PBP,ENSG00000116497,907,False,907,0.21900998,81.13560732113146,1053.0,True,1.3686112944667082,3.0002459709354614,0.6827599
HPCA,ENSG00000121905,16,False,16,0.003327787,99.66722129783693,16.0,True,0.05999191536200967,2.961638206472021,0.5547056
ZSCAN20,ENSG00000121903,100,False,100,0.021006655,97.92013311148087,101.0,True,0.2459067057575843,2.9525297798644115,0.5293123
CSMD2,ENSG00000121904,42,False,42,0.009151414,99.12645590682196,44.0,True,0.11316613877327901,2.946887742103945,0.51358294
CLSPN,ENSG00000092853,509,False,509,0.2015391,89.4134775374376,969.0,True,1.1683557453931057,3.1990827704922724,1.6780248
AGO4,ENSG00000134698,279,False,279,0.060940098,94.19717138103162,293.0,True,0.6477279001464099,2.989350058229447,0.85153
RP4-789D17.5,ENSG00000271914,6,False,6,0.0012479201,99.87520798668885,6.0,True,0.018629670510118556,3.1567895693293657,1.0987662
AGO3,ENSG00000126070,1293,False,1293,0.33714643,73.10732113144759,1621.0,True,1.7121062122014994,3.1977135953753892,1.4833723
SH3D21,ENSG00000214193,88,False,88,0.018926788,98.16971713810317,91.0,True,0.27062160395183604,3.103732487005592,0.9508489
RP11-268J15.5,ENSG00000116883,207,False,207,0.045965057,95.69467554076539,221.0,True,0.5598130200848587,3.2453136543544896,1.9993283
ZC3H12A,ENSG00000163874,913,False,913,0.2543677,81.01081530782031,1223.0,True,1.4931977957790663,3.1792110792669286,1.4083557
C1orf109,ENSG00000116922,275,False,275,0.060316138,94.28036605657239,290.0,True,0.5784711285686115,2.9686514279325342,0.7587127
INPP5B,ENSG00000204084,359,False,359,0.078618966,92.5332778702163,378.0,True,0.7461871640734509,3.008817592478024,0.9388268
KIAA0754,ENSG00000255103,373,False,373,0.08548253,92.24209650582362,411.0,True,0.740500889265734,3.026522185467328,1.0182182
HEYL,ENSG00000163909,5,False,5,0.0014559068,99.89600665557404,7.0,True,0.017250283490399636,3.105059658723045,0.9545489
MFSD2A,ENSG00000168389,226,False,226,0.049708817,95.29950083194676,239.0,True,0.4824426913887035,2.9565352291764824,0.704381
ZMPSTE24,ENSG00000084073,1413,False,1413,0.38477537,70.61148086522462,1850.0,True,1.7362269826734695,2.9854163004473517,0.6226345
COL9A2,ENSG00000049089,10,False,10,0.0020798668,99.79201331114808,10.0,True,0.030341129059648166,3.185209537956025,1.177998
RIMS3,ENSG00000117016,7,False,7,0.0014559068,99.85440931780366,7.0,True,0.01758680625498408,2.982996317035093,0.6142497
CCDC30,ENSG00000186409,88,False,88,0.018510815,98.16971713810317,89.0,True,0.23461269586297623,3.0385888275579442,0.7692355
LEPRE1,ENSG00000117385,2173,False,2173,0.67803663,54.80449251247921,3260.0,True,2.2024469923011574,3.1599277865130495,1.0855831
SLC2A1,ENSG00000117394,1997,False,1997,0.7248336,58.46505823627288,3485.0,True,2.3552749163351274,3.388277610772867,1.2334372
SLC2A1-AS1,ENSG00000227533,150,False,150,0.032861896,96.8801996672213,158.0,True,0.40462056752888653,3.0736262762381075,0.86691606
RP1-92O14.3,ENSG00000234694,10,False,10,0.0020798668,99.79201331114808,10.0,True,0.040397942260028186,3.2591368892802346,1.3840992
CDC20,ENSG00000117399,158,False,158,0.0640599,96.71381031613977,308.0,True,0.4845796624575599,3.163230138327219,1.6312473
SZT2,ENSG00000198198,636,False,636,0.14642262,86.7720465890183,704.0,True,1.1400038538655082,3.0808510243748244,1.1817074
SZT2-AS1,ENSG00000229372,8,False,8,0.0016638935,99.83361064891847,8.0,True,0.04655512935028882,3.1488390866395157,1.0766011
PTPRF,ENSG00000142949,838,False,838,0.21318635,82.57071547420965,1025.0,True,1.3243069688787443,2.974969765135106,0.73723537
KDM4A-AS1,ENSG00000236200,37,False,37,0.0076955073,99.23044925124792,37.0,True,0.09059068770777648,3.0215120667811126,0.72162735
SLC6A9,ENSG00000196517,924,False,924,0.234401,80.78202995008319,1127.0,True,1.3636423195212386,3.001259495731112,0.6868691
RP5-1198O20.4,ENSG00000230615,223,False,223,0.049084857,95.36189683860233,236.0,True,0.4552883136596887,2.9464544441336216,0.65917647
DMAP1,ENSG00000178028,490,False,490,0.1125208,89.80865224625624,541.0,True,0.8826373045416568,2.9176318203216054,0.52992934
C1orf228,ENSG00000198520,25,False,25,0.005199667,99.48003327787022,25.0,True,0.08948146044018931,3.073373099212716,0.8662102
KIF2C,ENSG00000142945,142,False,142,0.046589017,97.04658901830283,224.0,True,0.388961798164565,3.0059654692158366,0.6782852
BEST4,ENSG00000142959,23,False,23,0.0047836937,99.5216306156406,23.0,True,0.06482114960485884,2.9818250405944076,0.6109843
PLK3,ENSG00000173846,790,False,790,0.19384359,83.56905158069884,932.0,True,1.285449897010552,3.080328926053321,1.1795157
BTBD19,ENSG00000222009,322,False,322,0.071131445,93.30282861896839,342.0,True,0.6156473435424713,2.949135581845737,0.6711993
PTCH2,ENSG00000117425,271,False,271,0.059692178,94.36356073211314,287.0,True,0.61516552120148,3.0312061609397585,1.0392222
AKR1A1,ENSG00000117448,2040,False,2040,0.67762065,57.57071547420964,3258.0,True,2.247130417899975,3.071612450461477,0.7477256
NASP,ENSG00000132780,1310,False,1310,0.422213,72.75374376039933,2030.0,True,1.7927739105272926,3.0081391789481002,0.7147621
CCDC17,ENSG00000159588,14,False,14,0.0031198002,99.70881863560732,15.0,True,0.05201252173727079,3.044080843035826,0.7845467
FAAH,ENSG00000117480,18,False,18,0.0037437603,99.62562396006656,18.0,True,0.051837366251665004,2.9916676868608554,0.6384245
CYP4A22-AS1,ENSG00000225506,28,False,28,0.006031614,99.41763727121464,29.0,True,0.12737533302416296,3.3326455850241743,1.5890335
TRABD2B,ENSG00000269113,21,False,21,0.0049916804,99.56322795341099,24.0,True,0.05881630410969843,3.0758307214321854,0.87306184
RP11-296A18.3,ENSG00000203356,5,False,5,0.0010399334,99.89600665557404,5.0,True,0.019247709700444336,3.1925499563483215,1.1984622
TTC39A,ENSG00000085831,17,False,17,0.0037437603,99.64642262895175,18.0,True,0.04960181664470487,3.028631356154135,0.74147516
ECHDC2,ENSG00000121310,1140,False,1140,0.28473377,76.28951747088186,1369.0,True,1.61622328273767,3.260302762590001,1.7371337
RP5-1024G6.7,ENSG00000259818,8,False,8,0.0016638935,99.83361064891847,8.0,True,0.03265159219558462,3.1840643815394456,1.1748054
LRP8,ENSG00000157193,161,False,161,0.03514975,96.6514143094842,169.0,True,0.3596159744726764,3.060330811168248,0.8298498
AL161915.1,ENSG00000212670,20,False,20,0.0041597337,99.58402662229618,20.0,True,0.07102201040512253,3.0336380445734545,0.75543326
ACOT11,ENSG00000162390,122,False,122,0.026414309,97.46256239600666,127.0,True,0.31934919685575214,3.047634243188825,0.79445314
DHCR24,ENSG00000116133,691,False,691,0.18053244,85.62811980033278,868.0,True,1.1070889850415329,3.0476744888543914,1.0424378
RP11-504A18.1,ENSG00000260971,43,False,43,0.009359401,99.10565723793677,45.0,True,0.09839083331732015,2.9986753947736706,0.65796125
PRKAA2,ENSG00000162409,135,False,135,0.029326122,97.19217970049917,141.0,True,0.3717337402769901,3.031979699687351,0.75080997
OMA1,ENSG00000162600,150,False,150,0.03202995,96.8801996672213,154.0,True,0.39846220742143035,3.011241838785363,0.69299513
TACSTD2,ENSG00000184292,40,False,40,0.010191347,99.16805324459234,49.0,True,0.11985802580294176,3.2545340668840597,1.3712671
FGGY,ENSG00000172456,172,False,172,0.036813643,96.42262895174709,177.0,True,0.45850542651208925,2.9400378578111233,0.63040304
TM2D1,ENSG00000162604,1322,False,1322,0.34338602,72.50415973377704,1651.0,True,1.7242303951891296,3.0132059135376865,0.73530465
RP11-430G17.3,ENSG00000271200,23,False,23,0.0047836937,99.5216306156406,23.0,True,0.03892547368097976,2.989422758033786,0.6321659
INADL,ENSG00000132849,145,False,145,0.030990016,96.98419301164726,149.0,True,0.3204619519041413,3.04169744054909,0.777902
L1TD1,ENSG00000240563,13,False,13,0.0027038269,99.7296173044925,13.0,True,0.042034310717188196,3.152339012475958,1.0863585
KANK4,ENSG00000132854,41,False,41,0.008943427,99.14725457570715,43.0,True,0.09330530680021959,2.947691258988778,0.51582307
DLEU2L,ENSG00000116652,82,False,82,0.017678868,98.29450915141432,85.0,True,0.2635873007180881,3.079552062246934,0.8834365
ROR1,ENSG00000185483,546,False,546,0.13955908,88.64392678868552,671.0,True,0.9841440282893408,3.027500965641213,0.95775265
RP11-24J23.2,ENSG00000223949,14,False,14,0.0029118136,99.70881863560732,14.0,True,0.04089488960284718,2.9463326984563727,0.51203555
RP11-182I10.3,ENSG00000226891,12,False,12,0.0024958402,99.7504159733777,12.0,True,0.043249277807312546,3.1193923605955534,0.9945069
LEPR,ENSG00000116678,598,False,598,0.16306156,87.56239600665558,784.0,True,1.0880089339081964,3.1260892393493003,1.37161
PDE4B,ENSG00000184588,326,False,326,0.07591514,93.21963394342762,365.0,True,0.7087514711557117,3.0623200149181096,1.1787437
SGIP1,ENSG00000118473,383,False,383,0.09255408,92.03410981697171,445.0,True,0.8428219240932955,3.307950885914607,2.2802076
GADD45A,ENSG00000116717,765,False,765,0.23731281,84.08901830282862,1141.0,True,1.3432122417755097,3.130304507586986,1.389305
GNG12-AS1,ENSG00000232284,38,False,38,0.008319467,99.20965058236273,40.0,True,0.12056380953905972,3.39607703329309,1.7658734
DIRAS3,ENSG00000162595,327,False,327,0.12229617,93.19883527454242,588.0,True,0.8870971630094768,3.420550543619634,2.7851298
DEPDC1,ENSG00000024526,139,False,139,0.05386855,97.1089850249584,259.0,True,0.41374370442717395,3.064986810789393,0.8428302
LRRC7,ENSG00000033122,50,False,50,0.010399334,98.96006655574044,50.0,True,0.17182986365887182,3.126729930201112,1.0149633
RP11-42O15.3,ENSG00000271992,19,False,19,0.003951747,99.60482529118137,19.0,True,0.07025048112734338,3.055849072580521,0.81735516
ZRANB2,ENSG00000132485,2770,False,2770,1.0353577,42.38768718801996,4978.0,True,2.678859578610183,3.1823992999431048,0.6266444
NEXN-AS1,ENSG00000235927,108,False,108,0.023294508,97.75374376039933,112.0,True,0.3224789547624637,3.1292041758640514,1.0218612
RP11-386I14.4,ENSG00000273338,90,False,90,0.019758735,98.12811980033278,95.0,True,0.24598338911449075,3.0007196662067304,0.66366047
PTGFR,ENSG00000122420,756,False,756,0.1905158,84.27620632279535,916.0,True,1.218338040005003,2.9933552597838045,0.8144146
IFI44,ENSG00000137965,1744,False,1744,0.6268719,63.727121464226286,3014.0,True,2.242545307409167,3.2093522688409917,1.2746606
ELTD1,ENSG00000162618,1221,False,1221,0.36792845,74.60482529118137,1769.0,True,1.6561401697870304,3.0190720425521156,0.7590883
RP11-475O6.1,ENSG00000233008,15,False,15,0.0031198002,99.68801996672212,15.0,True,0.046243348891869235,3.157806102870369,1.1016002
TTLL7,ENSG00000137941,884,False,884,0.22316971,81.61397670549084,1073.0,True,1.434176322325016,3.1885879206344248,1.4463732
RP11-486G15.2,ENSG00000271576,157,False,157,0.03452579,96.73460898502496,166.0,True,0.42325022318947003,3.2229984591875875,1.2833493
WDR63,ENSG00000162643,30,False,30,0.0062396005,99.37603993344426,30.0,True,0.0834973805930307,3.084960486812424,0.8985146
MCOLN3,ENSG00000055732,78,False,78,0.017054908,98.37770382695507,82.0,True,0.20647734565475218,3.4348176733112608,1.873878
DDAH1,ENSG00000153904,2235,False,2235,1.0436772,53.514975041597346,5018.0,True,2.6371577903919556,3.6168849262581633,1.9072201
ZNHIT6,ENSG00000117174,949,False,949,0.23273711,80.26206322795342,1119.0,True,1.4069339733626336,3.05636434474646,0.9102861
COL24A1,ENSG00000171502,31,False,31,0.006447587,99.35524126455907,31.0,True,0.09315952975822912,3.0278965368769777,0.73942655
ODF2L,ENSG00000122417,2960,False,2960,1.2029951,38.43594009983361,5784.0,True,2.8997564660841095,3.5412583518531857,1.1838597
CLCA2,ENSG00000137975,6,False,6,0.0012479201,99.87520798668885,6.0,True,0.019402158108861537,3.0906280665411052,0.9143152
RP4-544H6.2,ENSG00000227290,5,False,5,0.0010399334,99.89600665557404,5.0,True,0.02305908359226314,3.0100549563690167,0.6896862
GBP2,ENSG00000162645,1916,False,1916,1.5413893,60.14975041597338,7411.0,True,2.9522288320715804,3.5985445629481783,1.3493694
LRRC8B,ENSG00000197147,35,False,35,0.018302828,99.2720465890183,88.0,True,0.3033895006028984,6.380633893739925,10.086491
BTBD8,ENSG00000189195,128,False,128,0.027454242,97.33777038269551,132.0,True,0.3940242808876026,3.179943143302461,1.1633158
GLMN,ENSG00000174842,307,False,307,0.06821963,93.61480865224625,328.0,True,0.6595949134685326,3.029151487440257,1.0300086
RPAP2,ENSG00000122484,918,False,918,0.22836939,80.90682196339434,1098.0,True,1.37514306028002,2.979755800593516,0.59968454
MTF2,ENSG00000143033,1177,False,1177,0.30116472,75.51996672212978,1448.0,True,1.5769531700653263,3.0427353464576545,0.85502875
CCDC18,ENSG00000122483,411,False,411,0.104409315,91.45174708818635,502.0,True,0.7870627494449522,3.068122010923105,1.2047611
ARHGAP29,ENSG00000137962,245,False,245,0.06801165,94.90432612312813,327.0,True,0.5786578297603493,2.9489393116547777,0.6703192
ALG14,ENSG00000172339,499,False,499,0.11231281,89.62146422628952,540.0,True,0.8618256455896133,2.933294733391891,0.60016537
RWDD3,ENSG00000122481,127,False,127,0.027454242,97.3585690515807,132.0,True,0.2976528137233804,2.9697383907800017,0.57728803
RP11-286B14.2,ENSG00000271252,10,False,10,0.0022878535,99.79201331114808,11.0,True,0.04694615423048994,3.1224913787601594,1.0031466
PTBP2,ENSG00000117569,350,False,350,0.07778702,92.72046589018302,374.0,True,0.6832466092814343,2.9902628076107898,0.855623
RP11-272L13.3,ENSG00000269998,35,False,35,0.007279534,99.2720465890183,35.0,True,0.12282912763673898,2.942721855984235,0.5019689
RP11-490G2.2,ENSG00000259946,167,False,167,0.036813643,96.52662229617304,177.0,True,0.4441051285491649,3.052365023255594,0.80764204
MIR137HG,ENSG00000225206,169,False,169,0.036813643,96.48502495840266,177.0,True,0.4418671107814297,2.989505005029645,0.6323952
FRRS1,ENSG00000156869,61,False,61,0.013103161,98.73128119800333,63.0,True,0.15558515243731383,3.1534800039531725,1.0895395
TRMT13,ENSG00000122435,668,False,668,0.15328619,86.10648918469218,737.0,True,1.137802388924467,3.065505261724866,1.1172885
AC093157.1,ENSG00000269175,86,False,86,0.017886855,98.21131447587355,86.0,True,0.2764490870222636,3.058829498111947,0.8256643
RP4-575N6.4,ENSG00000225938,6,False,6,0.0012479201,99.87520798668885,6.0,True,0.028530707362155218,3.2515919445118273,1.3630648
COL11A1,ENSG00000060718,1892,False,1892,0.7828619,60.648918469217975,3764.0,True,2.4901215227103264,3.731490283317105,2.2450008
RNPC3,ENSG00000185946,502,False,502,0.114392675,89.55906821963394,550.0,True,1.0102224567649671,3.1299512290238316,1.387822
PRPF38B,ENSG00000134186,2098,False,2098,0.62562394,56.36439267886855,3008.0,True,2.259746311750675,3.2615723289385055,1.4744326
RP5-1065J22.8,ENSG00000273382,263,False,263,0.058444258,94.52995008319468,281.0,True,0.5953356079546239,3.102464509606302,1.3587606
